source,key/id,uk,es,fr,de,note
pattern,p14,^ще (\d+) дн до наступного рівня$,$1 d para el próximo nivel,$1 j jusqu'au niveau suivant,$1 T bis zum nächsten Level,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p15,^Серія (\d+) дн · рекорд (\d+) дн · активних днів (\d+)\. Підсилює весь XP\.$,Racha $1 d · récord $2 d · días activos $3. Potencia todo el XP.,Série $1 j · record $2 j · jours actifs $3. Booste tout l'XP.,Serie $1 T · Rekord $2 T · aktive Tage $3. Verstärkt alle XP.,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p16,^Меню швидкого доступу · (\d+)/(\d+)$,Menú de acceso rápido · $1/$2,Menu d'accès rapide · $1/$2,Schnellzugriffsmenü · $1/$2,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p17,^Максимум (\d+)$,Máximo $1,Maximum $1,Maximum $1,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p18,^≈ (.+) практики$,≈ $1 de práctica,≈ $1 de pratique,≈ $1 Praxis,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p19,^Живиться від: (.+)$,Se nutre de: $1,Alimenté par : $1,Gespeist von: $1,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p20,"^Доказовість: «(.+)»\. Матеріал загальноосвітній, не медична порада\.$","Evidencia: «$1». Material educativo, no es consejo médico.","Preuves : « $1 ». Contenu éducatif, pas un avis médical.","Evidenz: „$1“. Bildungsmaterial, keine medizinische Beratung.","uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p21,^Рівень (\d+) · (.+)$,Nivel $1 · $2,Niveau $1 · $2,Level $1 · $2,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p22,^Клас: (.+)$,Clase: $1,Classe : $1,Klasse: $1,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p23,^(.+) · ванна$,$1 · baño,$1 · bain,$1 · Bad,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p24,^(.+) · душ$,$1 · ducha,$1 · douche,$1 · Dusche,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p25,^версія (.+)$,versión $1,version $1,Version $1,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p26,^рів (\d+)$,Niv$1,Niv$1,Lvl$1,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p27,^р\.(\d+)$,Niv$1,Niv$1,Lvl$1,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p28,^(.+) завершено$,$1 completado,$1 terminé,$1 abgeschlossen,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p29,^днів до (\d+) рівня$,días para el nivel $1,jours jusqu'au niveau $1,Tage bis Level $1,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p30,^(.+): (\d+) дн без зривів$,$1: $2 días sin recaídas,$1 : $2 jours sans rechute,$1: $2 Tage sauber,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p31,^(.+): (\d+) сесій$,$1: $2 sesiones,$1 : $2 séances,$1: $2 Sitzungen,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p32,^(.+): (\d+) хв практики$,$1: $2 min de práctica,$1 : $2 min de pratique,$1: $2 Min Praxis,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p33,^(\d+) дн практики поспіль$,$1 días de práctica seguidos,$1 jours de pratique d'affilée,$1 Tage Praxis am Stück,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p34,^Прочитати (\d+) книг$,Leer $1 libros,Lire $1 livres,$1 Bücher lesen,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p35,^Досягти (\d+) рівня$,Alcanzar el nivel $1,Atteindre le niveau $1,Level $1 erreichen,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p36,^(\d+) / (\d+) (.+) · (\d+)%$,$1 / $2 $3 · $4%,$1 / $2 $3 · $4 %,$1 / $2 $3 · $4 %,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p37,^(\d+)/(\d+) (.+)$,$1/$2 $3,$1/$2 $3,$1/$2 $3,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p38,^Ще (\d+) ›$,$1 más ›,$1 de plus ›,$1 weitere ›,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p39,^ще (\d+) ›$,$1 más ›,$1 de plus ›,$1 weitere ›,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p40,^Перенеси увагу на (.+)$,Lleva la atención a $1,Porte ton attention sur $1,Richte deine Aufmerksamkeit auf $1,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p41,^Твій клас: (.+)$,Tu clase: $1,Ta classe : $1,Deine Klasse: $1,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p42,^Крок (\d+)$,Paso $1,Étape $1,Schritt $1,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p43,^Крок (\d+) / (\d+)$,Paso $1 / $2,Étape $1 / $2,Schritt $1 / $2,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p44,^Крок (\d+)/(\d+)$,Paso $1/$2,Étape $1/$2,Schritt $1/$2,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p45,^Видалити розмову «(.+)»\?$,¿Eliminar la conversación «$1»?,Supprimer la conversation « $1 » ?,Chat „$1“ löschen?,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p46,^Видалити «(.+)»\?$,¿Eliminar «$1»?,Supprimer « $1 » ?,„$1“ löschen?,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p47,^Повільно повторюй подумки: «(.+)» Відчуй це у тілі\.$,Repite despacio para ti: «$1» Siéntelo en tu cuerpo.,Répète lentement pour toi : « $1 » Sens-le dans ton corps.,Wiederhole langsam für dich: „$1“ Spüre es in deinem Körper.,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p48,^Всього: (.+) л · Днів з водою: (\d+)$,Total: $1 l · Días con agua: $2,Total : $1 l · Jours avec eau : $2,Gesamt: $1 l · Tage mit Wasser: $2,"uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p49,"^Зараз: найдовша серія — (\d+) дн, це (\d+) рівень\. До (\d+) рівня — ще (\d+) дн поспіль\.$","Ahora: racha más larga — $1 d, es el nivel $2. Para el nivel $3 — $4 días más seguidos.","Maintenant : plus longue série — $1 j, c'est le niveau $2. Pour le niveau $3 — encore $4 jours d'affilée.","Jetzt: längste Serie — $1 T, das ist Level $2. Bis Level $3 — noch $4 Tage am Stück.","uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
pattern,p50,"^Зараз: найдовша серія — (\d+) дн, це (\d+) рівень\.$","Ahora: racha más larga — $1 d, es el nivel $2.","Maintenant : plus longue série — $1 j, c'est le niveau $2.","Jetzt: längste Serie — $1 T, das ist Level $2.","uk-колонка = regex, що матчить зібраний uk-рядок; $1..$4 — плейсхолдери"
